Job Name,label,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted
Full Time Wordpress Developer Jobs in Pakistan,,"Solutionpri, Pakistan",Full Time Jobs,2 Years Job Exp.,Computer Software Jobs,"Looking for a Proactive CandidateRequirements:
&middot; Must have demonstrated experience of 3-4 years as a WordPress Developer.
&middot; Knowledge of front-end languages (Angular 8, HTML, CSS, JS, and bootstrap) is a must.
&middot; Strong understand",Lahore,11-Dec-20
Full Time Graphic Designer Jobs in Pakistan,Gallery Job,"Solutionpri, Pakistan",Full Time Jobs,2 Years Job Exp.,Computer Software Jobs,Looking for a Creative Designer for an inhouse job must be hands-on below toolsAdobe PhotoshopAdobe Illustrator,Lahore,11-Dec-20
Full Time Sales Executive Job in Pakistan,,"Lamp Technologies, Pakistan",Full Time Job,8 Years Job Exp.,IT Job,"Job Title: Sales Executive (Diamond Resellers)Job Purpose: Lamp Technologies is looking for personnel in Sales Executive(s) role for conducting outbound reach for our product sales, conversions and building customer relations.You will be considered a",Lahore,11-Dec-20
Full Time Business Developer Job in Pakistan,Gallery Job,"Lamp Technologies, Pakistan",Full Time Job,8 Years Job Exp.,IT Job,Job Title: Business Development OfficerJob Purpose: Lamp Technologies is looking for an enthusiastic Business Development Officer to contribute in closing leads and generating sales for the company. The right candidate must be comfortable presenting,Lahore,11-Dec-20
Full Time Flutter Developer Jobs in Pakistan,,"Assort Tech, Pakistan",Full Time Jobs,< 1 Year,Web & E-commerce Jobs,We are looking for a Flutter Developer who wants to work with an innovative team.,Lahore,11-Dec-20
Full Time Expert PHP / Laravel Developer Job in Pakistan,,"Reaver Technologies, Pakistan",Full Time Job,3 Years Job Exp.,IT Job,"We have another long term / full time job opening for an expert level programmer with excellent communication skills and good experience working with PHP/MVC Frameworks (specially Laravel).
Following are the must have job requirments:",Karachi,10-Dec-20
Full Time Senior Unity Game Developer  Jobs in Pakistan,,"Team Tech Studio, Pakistan",Full Time Jobs,2 Years Job Exp.,IT Jobs,"Creating accessories, characters, and other interactive assets for our mobile appsOriginal thinking, must be able to come up with fresh ideas rather than copying from other sources.Digital painting, 2D / 3D character and environmental designing. (Mus",Lahore,10-Dec-20
Full Time Ecommerce Sales & Marketing Jobs in Pakistan,,"MICRON, Pakistan",Full Time Jobs,3 Years Job Exp.,Sales Jobs,The Ecommerce Sales Manager is responsible for driving growth and development for the channel by strategically building relationships with Aurkamao and other online marketing venues. This role effectively develops and cross-functionally executes comp,Karachi,10-Dec-20
Full Time Storyboard Artist Jobs in Pakistan,,"SoftNation Technologies, Pakistan",Full Time Jobs,1 Year Job Exp.,Production Jobs,Soft Nation technologies is looking for Storyboard Artist to join our development team. The storyboard artist will design and create 2D illustrations for characters and environments. They will help develop the look feel and overall visual identity of,Karachi,10-Dec-20
Full Time International Sales Executive Jobs in Pakistan,,"SoftNation Technologies, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,Softnation technologies is looking for an active and goal-oriented candidate for the job position of &ldquo;International Sales Executive&rdquo;. Candidate must be fluent and have excellent communication skills and should be smart enough to tackle an,Karachi,10-Dec-20
Full Time Business Development Executive  Job in Pakistan,,"Nobox Idea, Pakistan",Full Time Job,< 1 Year,Marketing Job,"Search and generate leads through direct approach i.e. LinkedIn, Email, Call etc.Daily follow-ups and discussions with clients.To generate and identify quality leads on different online channels i.e. social media, online portals etc. that result in s",Lahore,10-Dec-20
Full Time SEO Expert Job in Pakistan,,"Nobox Idea, Pakistan",Full Time Job,< 1 Year,Marketing Job,We are looking for an experienced SEO Executive in Lahore who is comfortable with handling SEO projects individually and must have minimum 1 year of experience in SEO field. This role involves a blend of both on-site and off-site SEO. Must be familia,Lahore,10-Dec-20
Full Time PHP Manager  Jobs in Pakistan,,"Suave Solutions Pvt Ltd., Pakistan",Full Time Jobs,1 Year Job Exp.,IT Jobs,"Minimum 1-2 Years experience in PHP programming, MySQL, CSS, and JavaScriptKnowledge of OOPSolid knowledge of relational databases, database design, and queryingMust be aware of the latest tools &amp; techniques like HTML, CSS, JQuery, JavaScriptKnow",Lahore,10-Dec-20
Full Time Field Operations Staff Jobs in Pakistan,,"Mywater, Pakistan",Full Time Jobs,< 1 Year,Engineering Jobs,"A field service technician is responsible for helping clients install, repair, and maintain equipment.They are responsible for showing customers how to use their equipment. A few of the main duties of a field service technician are troubleshooting th",Lahore,10-Dec-20
Online Full Time Full Stack / Web Developer Job in Pakistan,,"Greenland Human Resouce Consultancy, Pakistan",Full Time Job,3 Years Job Exp.,Marketing Job,"Full Stack Developers will be required to see out a project from conception to final product, requiring good organizational skills and attention to detail.Build efficient, testable, and reusable PHP modulesSolve complex performance problems and archi",Lahore,10-Dec-20
Full Time Backend Developer - Dot NET Core Jobs in Pakistan,Premium Job,"Software Alliance, Pakistan",Full Time Jobs,4 Years Job Exp.,Computer Software Jobs,Job Responsibilities:- Develop new functionality and maintain existing solutions with a keen sense for making things fast and efficient.- Participate directly in the complete software development lifecycle and perform all aspects of development from,Lahore,10-Dec-20
Full Time Graphic Designer Job in Pakistan,Gallery Job,"Odacious, Pakistan",Full Time Job,1 Year Job Exp.,Support Services Job,"Odacious is looking for three graphic designers to join its office based in Gulberg, Lahore. The ideal candidate will have a very strong aesthetic sense and a strong command over Photoshop and Premier Pro.Responsibilities:Creating visually appealing",Lahore,10-Dec-20
Full Time Assistant Project Manager Job in Pakistan,,"Expert Solution, Pakistan",Full Time Job,1 Year Job Exp.,IT Job,We are looking for Assistant Project Manager to assist Project Manager in Project related tasks.,Lahore,10-Dec-20
Online Full Time Digital Marketing And Team Manager - Remote Job in Pakistan,Hot Job,"My Own Business, Pakistan",Full Time Job,3 Years Job Exp.,Web & E-commerce Job,"We are a printing and graphics company in USA, we are looking for a Digital Marketing team lead / manager who can maintain and manages our websites. This job requires remote work from home, third shift and Mon thru Saturday.Your job responsibilities",Faisalabad,9-Dec-20
Full Time Sales Executive Jobs in Pakistan,Gallery Job,"Agile Falcon Strategic Group, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,"&bull; Making irresistible sales pitch to prospective clients
&bull; Identifying decision-makers within targeted leads to begin the sales process
&bull; Penetrating all targeted accounts and radiating sales from within client base
&bull; Meet project",Lahore,9-Dec-20
Full Time DAE Civil Job in Pakistan,,"ATG Plant Automation, Pakistan",Full Time Job,3 Years Job Exp.,Production Job,"1. Raw Material Management.
2. Supervision Of Consumption Of Raw Material.
3. Monitoring Production Efficiency.
4. QAQC Of The Final Prodcuts.
5. Liaison With Sales Team To Meetup The Production Efficiney According To Current Orders. 6. Manage The Su",Lahore,9-Dec-20
Full Time Front Desk Officer Jobs in Pakistan,,"Digi Arch, Pakistan",Full Time Jobs,1 Year Job Exp.,Architect Jobs,We are looking for a pleasant Front Desk Representative to undertake all receptionist and clerical duties.The ideal candidate will have a friendly and easy going personality while also being very perceptive and disciplined.Responsibilities:Answer que,Karachi,9-Dec-20
Full Time Call Center Agent International Campaign  Jobs in Pakistan,,"Call Central 360, Pakistan",Full Time Jobs,< 1 Year,Support Services Jobs,Call Central 360 is hiring customer service representatives on an urgent basis for an inbound USA call campaign (NO SALES)- Experienced and Fresher call center representative will be considered for this position.- Gulshan-e- Iqbal and nearby area cal,Karachi,9-Dec-20
Full Time Online Marketing And Office Management Jobs in Pakistan,,"Reliance International, Pakistan",Full Time Jobs,Job for Students,Web & E-commerce Jobs,"The ability and desire to sell.Excellent communication skills.A positive, confident and determined approach.Resilience and the ability to cope with rejection.",Islamabad,9-Dec-20
Full Time Social Media Manager Female  Jobs in Pakistan,,"Reliance International, Pakistan",Full Time Jobs,Job for Fresh Graduates,Web & E-commerce Jobs,We need Fresh graduates for our Islamabad officeJOB Description:The candidates should have basic skills of Social Media marketing.Video EditingGraphic DesigningAdobe Photoshop,Islamabad,9-Dec-20
Full Time Affiliate Marketing  Job in Pakistan,,"Digital Cloud Hub, Pakistan",Full Time Job,< 1 Year,Marketing Job,Apply online nowRequired:Should have some 1 year of experience in SEOGood know-how and experience in Affiliate Marketing,Karachi,9-Dec-20
Full Time Pashto Speaker Jobs in Pakistan,Gallery Job,"ibex, Pakistan",Full Time Jobs,Job for Students,Customer Service Jobs,"Key Responsibilities:
Respond to customers professionally to provide information about products and services, take/cancel orders, or obtain details of complaints.
Keep records of customer interactions and transactions, recording details of inquiries,",Karachi,9-Dec-20
Full Time Customer Representative Job in Pakistan,,"Apollo Motors, Pakistan",Full Time Job,1 Year Job Exp.,Customer Service Job,Apollo motors is looking for a customer representative to join our team. The individual should have good communication skills and be able to resolve customer queries and provide solutionsGender: FemaleSend your CV now,Karachi,9-Dec-20
Full Time Sales Representative Job in Pakistan,,"Apollo Motors, Pakistan",Full Time Job,2 Years Job Exp.,Sales Job,"Apollo motors is looking for a sales person to join our team. The person should be self-motivated, energetic and knowledgeable about the automobile sector.Send your CV now",Karachi,9-Dec-20
Full Time Senior ODOO Developer Jobs in Pakistan,,"DigiTribe (Pvt) Ltd., Pakistan",Full Time Jobs,4 Years Job Exp.,IT Jobs,We are looking for ODOO expert for the development of our new food industry platform. You will be working with experienced team and product lead.,Islamabad,8-Dec-20
Full Time Market Research Executive Jobs in Pakistan,,"DigiTribe (Pvt) Ltd., Pakistan",Full Time Jobs,2 Years Job Exp.,IT Jobs,"Market Research ExecutiveWe are looking for a motivated, sharp and focused Market Research Executive. The position is based in our Islamabad office.As a Market Research Executive, you will be expected to contribute to multi-faceted market research, d",Islamabad,8-Dec-20
Online Full Time Experienced Call Centre Agent (Home-Based) Job in Pakistan,Hot Job,"Mumtaz Institute, Pakistan",Full Time Job,1 Year Job Exp.,Customer Service Job,Job Title: Student Support (Home-based)Job Responsibilities: Handle incoming calls and chats of an online Quran teaching institute and assist students in enrollment process (mostly mothers enrolling their children)Job Requirements: Must be Fluent Eng,Karachi,8-Dec-20
Full Time Internship Jobs in Pakistan,,"Largest Financial Institution, Pakistan",Full Time Jobs,Job for Fresh Graduates,Finance Jobs,"The largest financial institution of Pakistan required candidates for internship position.After completion of internship period every candidates have to clear test that leads to permenat job starting salary Rs. 45000/ with bonus, medical and life ins",Karachi,8-Dec-20
Full Time Product Photoshoot (Ecommerce Photographer) For Ecommerce Website Job in Pakistan,,"Jlp Group, Pakistan",Full Time Job,1 Year Job Exp.,Marketing Job,"We need creative photographers to create content for our eCommerce Clothing Website in Lahore.
We&#39;re looking for Photographer who can produce product photographs and crop them, within the deadlines.
will be expected to give us beautiful images we",Lahore,8-Dec-20
